target,target_key,seed,iteration,family,prompt_type,prompt_index,prompt,generated_path,clip_similarity,lpips,mse
1159_25.png,1159_25,1159,0,initial_expansion,vlm_only,1,a glass filled with orange juice next to sliced oranges,/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-215215_round0_initial_prompt_expansion_low_vram/1159_25/candidate_001.png,0.9211899638175964,0.6450218558311462,0.04791921004652977
1159_25.png,1159_25,1159,0,initial_expansion,subject_only,2,a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces,/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-215215_round0_initial_prompt_expansion_low_vram/1159_25/candidate_002.png,0.892127275466919,0.6453165411949158,0.04984642192721367
1159_25.png,1159_25,1159,0,initial_expansion,subject_composition,3,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces, still life product shot, glass placed slightly right of center, tabletop view with fruit arranged around the glass",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-215215_round0_initial_prompt_expansion_low_vram/1159_25/candidate_003.png,0.9002833366394043,0.6217291951179504,0.04304538294672966
1159_25.png,1159_25,1159,0,initial_expansion,subject_background,4,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces, warm brown tabletop with a round wooden board on the left and soft neutral background",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-215215_round0_initial_prompt_expansion_low_vram/1159_25/candidate_004.png,0.9148575067520142,0.6197471618652344,0.04079865291714668
1159_25.png,1159_25,1159,0,initial_expansion,detail_focus,5,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces, bright orange slices on the rim and around the table, orange halves in the background, small pineapple cubes scattered on the left foreground, transparent glass rim, saturated orange juice",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-215215_round0_initial_prompt_expansion_low_vram/1159_25/candidate_005.png,0.9076942801475525,0.6171093583106995,0.038747742772102356
1159_25.png,1159_25,1159,0,initial_expansion,compact_full,6,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces, still life product shot, glass placed slightly right of center, tabletop view with fruit arranged around the glass, warm brown tabletop with a round wooden board on the left and soft neutral background",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-215215_round0_initial_prompt_expansion_low_vram/1159_25/candidate_006.png,0.9284266233444214,0.6271377205848694,0.04668912664055824
1159_25.png,1159_25,1159,0,initial_expansion,photo_realism,7,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces, realistic photography",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-215215_round0_initial_prompt_expansion_low_vram/1159_25/candidate_007.png,0.878919780254364,0.6370508670806885,0.04558662697672844
1159_29.png,1159_29,1159,0,initial_expansion,vlm_only,1,a palm tree in the middle of a body of water,/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-215215_round0_initial_prompt_expansion_low_vram/1159_29/candidate_001.png,0.7994706034660339,0.7006194591522217,0.04403950273990631
1159_29.png,1159_29,1159,0,initial_expansion,subject_only,2,a tall palm tree standing in shallow ocean water during sunset,/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-215215_round0_initial_prompt_expansion_low_vram/1159_29/candidate_002.png,0.911467432975769,0.7917234301567078,0.07273793965578079
1159_29.png,1159_29,1159,0,initial_expansion,subject_composition,3,"a tall palm tree standing in shallow ocean water during sunset, wide tropical seascape, palm tree on the left foreground, horizon across the middle, sun low near the center, distant island on the right",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-215215_round0_initial_prompt_expansion_low_vram/1159_29/candidate_003.png,0.9264313578605652,0.7808178663253784,0.06090543791651726
1159_29.png,1159_29,1159,0,initial_expansion,subject_background,4,"a tall palm tree standing in shallow ocean water during sunset, turquoise ocean waves, cloudy pastel sky, distant mountains or island on the horizon",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-215215_round0_initial_prompt_expansion_low_vram/1159_29/candidate_004.png,0.8925654292106628,0.7788039445877075,0.06568539887666702
1159_29.png,1159_29,1159,0,initial_expansion,detail_focus,5,"a tall palm tree standing in shallow ocean water during sunset, large green palm fronds, textured palm trunk, foamy waves around rocks at the base, reflective water surface, blue-green sea, orange sun glow",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-215215_round0_initial_prompt_expansion_low_vram/1159_29/candidate_005.png,0.9094479084014893,0.725290060043335,0.06192672252655029
1159_29.png,1159_29,1159,0,initial_expansion,compact_full,6,"a tall palm tree standing in shallow ocean water during sunset, wide tropical seascape, palm tree on the left foreground, horizon across the middle, sun low near the center, distant island on the right, turquoise ocean waves, cloudy pastel sky, distant mountains or island on the horizon",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-215215_round0_initial_prompt_expansion_low_vram/1159_29/candidate_006.png,0.9159198999404907,0.7951571941375732,0.05723971128463745
1159_29.png,1159_29,1159,0,initial_expansion,photo_realism,7,"a tall palm tree standing in shallow ocean water during sunset, realistic photography",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-215215_round0_initial_prompt_expansion_low_vram/1159_29/candidate_007.png,0.8782340288162231,0.8084971308708191,0.07843682914972305
1159_3.png,1159_3,1159,0,initial_expansion,vlm_only,1,a person with a fire in their hand,/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-215215_round0_initial_prompt_expansion_low_vram/1159_3/candidate_001.png,0.6746883988380432,0.6728759407997131,0.05603187903761864
1159_3.png,1159_3,1159,0,initial_expansion,subject_only,2,"a serious blond male anime warrior wearing futuristic silver armor, holding a glowing orange fire sword",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-215215_round0_initial_prompt_expansion_low_vram/1159_3/candidate_002.png,0.8847541213035583,0.6441794633865356,0.044181883335113525
1159_3.png,1159_3,1159,0,initial_expansion,subject_composition,3,"a serious blond male anime warrior wearing futuristic silver armor, holding a glowing orange fire sword, centered upper-body character portrait, frontal view, symmetrical heroic pose, character fills most of the frame",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-215215_round0_initial_prompt_expansion_low_vram/1159_3/candidate_003.png,0.8947928547859192,0.6048087477684021,0.042727600783109665
1159_3.png,1159_3,1159,0,initial_expansion,subject_background,4,"a serious blond male anime warrior wearing futuristic silver armor, holding a glowing orange fire sword, dark smoky gray background with large abstract elemental spirit shapes behind the character",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-215215_round0_initial_prompt_expansion_low_vram/1159_3/candidate_004.png,0.8889241218566895,0.6385350227355957,0.05439858138561249
