target,target_key,seed,iteration,family,prompt_type,prompt_index,prompt,generated_path,clip_similarity,lpips,mse
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_compact_full,1,"a clear glass filled with fresh orange juice, decorated with sliced oranges and scattered pineapple pieces, on a warm brown tabletop with a round wooden board on the left, in a soft neutral background",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-181757_round1_llm_refinement/1159_25/candidate_001.png,0.931012749671936,0.6513014435768127,0.07257353514432907
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_compact_full,2,"a glass filled with fresh orange juice and decorated with orange slices and small pineapple cubes, set on a brown wooden tabletop with a still life arrangement",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-181757_round1_llm_refinement/1159_25/candidate_002.png,0.9011238813400269,0.6519713401794434,0.07558254897594452
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_compact_full,3,"a clear glass of fresh orange juice placed slightly right of center, on a warm brown tabletop with a wooden board on the left and a soft neutral background, surrounded by sliced oranges and pineapple pieces",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-181757_round1_llm_refinement/1159_25/candidate_003.png,0.915495753288269,0.6706047058105469,0.07984913885593414
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_compact_full,4,"a fresh glass of orange juice with sliced oranges and small pineapple cubes, set on a warm brown tabletop with a round wooden board on the left and a still life composition",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-181757_round1_llm_refinement/1159_25/candidate_004.png,0.9106757640838623,0.6560103893280029,0.07272166758775711
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_composition,5,"A clear glass, filled with fresh orange juice, decorated with orange slices and pineapple pieces, on a warm brown tabletop.",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-181757_round1_llm_refinement/1159_25/candidate_005.png,0.8815597891807556,0.6696292757987976,0.07678081095218658
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_composition,6,"A still life arrangement of a glass filled with orange juice, surrounded by orange slices and pineapple pieces, on a warm brown tabletop with subtle studio lighting.",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-181757_round1_llm_refinement/1159_25/candidate_006.png,0.9227014780044556,0.6821780800819397,0.08695844560861588
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_composition,7,"A close-up shot of a glass filled with orange juice, decorated with bright orange slices and pineapple pieces, on a soft, warm brown tabletop with gentle highlights.",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-181757_round1_llm_refinement/1159_25/candidate_007.png,0.8781354427337646,0.6692718267440796,0.07101061940193176
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_composition,8,"A detailed still life of a glass filled with orange juice, surrounded by orange slices, pineapple pieces, and orange halves, on a warm brown tabletop with soft studio lighting.",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-181757_round1_llm_refinement/1159_25/candidate_008.png,0.9004580974578857,0.6956157684326172,0.08593716472387314
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_only,9,A glass filled with fresh orange juice is decorated with orange slices and pineapple pieces.,/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-181757_round1_llm_refinement/1159_25/candidate_009.png,0.8987122774124146,0.6676793694496155,0.0696936696767807
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_only,10,"A clear glass holds fresh orange juice, garnished with orange slices and pineapple pieces on a warm brown tabletop.",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-181757_round1_llm_refinement/1159_25/candidate_010.png,0.9117954969406128,0.6813768148422241,0.08601861447095871
