target,target_key,seed,iteration,family,prompt_type,prompt_index,prompt,generated_path,clip_similarity,lpips,mse
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_compact_full,1,"a clear glass contains fresh orange juice, decorated with sliced oranges and pineapple pieces, placed right of center on a warm brown tabletop with a round wooden board on the left",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-234032_round1_llm_refinement/1159_25/candidate_001.png,0.919265866279602,0.6615586876869202,0.07244907319545746
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_compact_full,2,"a glass filled with orange juice is arranged with sliced oranges and pineapple pieces around it, set on a warm brown tabletop with a round wooden board on the left, shot from a close-up tabletop angle",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-234032_round1_llm_refinement/1159_25/candidate_002.png,0.9297007322311401,0.639896035194397,0.07517432421445847
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_compact_full,3,"a clear glass filled with fresh orange juice is surrounded by sliced oranges and pineapple pieces, placed slightly right of center on a warm brown tabletop with a round wooden board on the left, in a warm studio lighting setup",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-234032_round1_llm_refinement/1159_25/candidate_003.png,0.9143432974815369,0.679791271686554,0.08343682438135147
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_compact_full,4,"a glass holds fresh orange juice, decorated with sliced oranges and pineapple pieces, placed right of center on a warm brown tabletop with a round wooden board on the left, shot in a soft tabletop view",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-234032_round1_llm_refinement/1159_25/candidate_004.png,0.9380992650985718,0.6491591930389404,0.06892801076173782
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_composition,5,"Clear glass filled with fresh orange juice, accompanied by orange slices and pineapple pieces in a still life composition.",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-234032_round1_llm_refinement/1159_25/candidate_005.png,0.9087281227111816,0.6801438927650452,0.07645035535097122
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_composition,6,"Still life of a glass filled with orange juice, set on a warm brown tabletop, decorated with sliced oranges and pineapple pieces.",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-234032_round1_llm_refinement/1159_25/candidate_006.png,0.904346764087677,0.6612259149551392,0.07334630191326141
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_composition,7,"Orange juice in a clear glass, garnished with sliced oranges and pineapple cubes on a wooden table with a soft background.",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-234032_round1_llm_refinement/1159_25/candidate_007.png,0.9188721179962158,0.720181405544281,0.09728043526411057
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_composition,8,"Clear glass filled with orange juice, placed slightly right of center on a warm brown wooden table with sliced oranges and pineapple",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-234032_round1_llm_refinement/1159_25/candidate_008.png,0.9238614439964294,0.6638879776000977,0.06885966658592224
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_only,9,a clear glass containing fresh orange juice decorated with orange slices and pineapple pieces on a warm wooden board near a neutral background,/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-234032_round1_llm_refinement/1159_25/candidate_009.png,0.8943281173706055,0.696890115737915,0.08629929274320602
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_only,10,"a clear glass filled with fresh orange juice, decorated with orange slices and pineapple pieces, set against a warm brown tabletop with soft neutral background",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-234032_round1_llm_refinement/1159_25/candidate_010.png,0.9092479944229126,0.6568611264228821,0.07401858270168304
