target,target_key,seed,iteration,family,prompt_type,prompt_index,prompt,generated_path,clip_similarity,lpips,mse
1159_25.png,1159_25,1159,0,initial_expansion,vlm_only,1,a glass filled with orange juice next to sliced oranges,/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-153855_round0_initial_prompt_expansion_low_vram/1159_25/candidate_001.png,0.8909932971000671,0.6899376511573792,0.07510395348072052
1159_25.png,1159_25,1159,0,initial_expansion,subject_only,2,a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces,/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-153855_round0_initial_prompt_expansion_low_vram/1159_25/candidate_002.png,0.8899562358856201,0.6709421277046204,0.07760733366012573
1159_25.png,1159_25,1159,0,initial_expansion,subject_composition,3,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces, still life product shot, glass placed slightly right of center, tabletop view with fruit arranged around the glass",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-153855_round0_initial_prompt_expansion_low_vram/1159_25/candidate_003.png,0.9011205434799194,0.6569346189498901,0.07427822798490524
1159_25.png,1159_25,1159,0,initial_expansion,subject_background,4,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces, warm brown tabletop with a round wooden board on the left and soft neutral background",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-153855_round0_initial_prompt_expansion_low_vram/1159_25/candidate_004.png,0.8835783004760742,0.6836926937103271,0.07375724613666534
1159_25.png,1159_25,1159,0,initial_expansion,detail_focus,5,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces, bright orange slices on the rim and around the table, orange halves in the background, small pineapple cubes scattered on the left foreground, transparent glass rim, saturated orange juice",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-153855_round0_initial_prompt_expansion_low_vram/1159_25/candidate_005.png,0.8808108568191528,0.6876965165138245,0.07653102278709412
1159_25.png,1159_25,1159,0,initial_expansion,compact_full,6,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces, still life product shot, glass placed slightly right of center, tabletop view with fruit arranged around the glass, warm brown tabletop with a round wooden board on the left and soft neutral background",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-153855_round0_initial_prompt_expansion_low_vram/1159_25/candidate_006.png,0.9350595474243164,0.6303349137306213,0.06031835824251175
1159_25.png,1159_25,1159,0,initial_expansion,photo_realism,7,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces, realistic photography",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-153855_round0_initial_prompt_expansion_low_vram/1159_25/candidate_007.png,0.9023934602737427,0.7018645405769348,0.09016839414834976
1159_29.png,1159_29,1159,0,initial_expansion,vlm_only,1,a palm tree in the middle of a body of water,/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-153855_round0_initial_prompt_expansion_low_vram/1159_29/candidate_001.png,0.8451167345046997,0.6466062664985657,0.07269635051488876
1159_29.png,1159_29,1159,0,initial_expansion,subject_only,2,a tall palm tree standing in shallow ocean water during sunset,/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-153855_round0_initial_prompt_expansion_low_vram/1159_29/candidate_002.png,0.9113349914550781,0.7096902132034302,0.06285931169986725
1159_29.png,1159_29,1159,0,initial_expansion,subject_composition,3,"a tall palm tree standing in shallow ocean water during sunset, wide tropical seascape, palm tree on the left foreground, horizon across the middle, sun low near the center, distant island on the right",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-153855_round0_initial_prompt_expansion_low_vram/1159_29/candidate_003.png,0.9218049049377441,0.7223188281059265,0.07199055701494217
1159_29.png,1159_29,1159,0,initial_expansion,subject_background,4,"a tall palm tree standing in shallow ocean water during sunset, turquoise ocean waves, cloudy pastel sky, distant mountains or island on the horizon",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-153855_round0_initial_prompt_expansion_low_vram/1159_29/candidate_004.png,0.9112831950187683,0.6924928426742554,0.07130831480026245
1159_29.png,1159_29,1159,0,initial_expansion,detail_focus,5,"a tall palm tree standing in shallow ocean water during sunset, large green palm fronds, textured palm trunk, foamy waves around rocks at the base, reflective water surface, blue-green sea, orange sun glow",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-153855_round0_initial_prompt_expansion_low_vram/1159_29/candidate_005.png,0.900932788848877,0.6507430076599121,0.06879951804876328
1159_29.png,1159_29,1159,0,initial_expansion,compact_full,6,"a tall palm tree standing in shallow ocean water during sunset, wide tropical seascape, palm tree on the left foreground, horizon across the middle, sun low near the center, distant island on the right, turquoise ocean waves, cloudy pastel sky, distant mountains or island on the horizon",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-153855_round0_initial_prompt_expansion_low_vram/1159_29/candidate_006.png,0.8925991058349609,0.682461678981781,0.06885070353746414
1159_29.png,1159_29,1159,0,initial_expansion,photo_realism,7,"a tall palm tree standing in shallow ocean water during sunset, realistic photography",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-153855_round0_initial_prompt_expansion_low_vram/1159_29/candidate_007.png,0.9069504141807556,0.7028205990791321,0.06183236464858055
1159_3.png,1159_3,1159,0,initial_expansion,vlm_only,1,a person with a fire in their hand,/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-153855_round0_initial_prompt_expansion_low_vram/1159_3/candidate_001.png,0.6586594581604004,0.699047327041626,0.08525801450014114
1159_3.png,1159_3,1159,0,initial_expansion,subject_only,2,"a serious blond male anime warrior wearing futuristic silver armor, holding a glowing orange fire sword",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-153855_round0_initial_prompt_expansion_low_vram/1159_3/candidate_002.png,0.9024901986122131,0.6418264508247375,0.05887400358915329
1159_3.png,1159_3,1159,0,initial_expansion,subject_composition,3,"a serious blond male anime warrior wearing futuristic silver armor, holding a glowing orange fire sword, centered upper-body character portrait, frontal view, symmetrical heroic pose, character fills most of the frame",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-153855_round0_initial_prompt_expansion_low_vram/1159_3/candidate_003.png,0.890835165977478,0.6278408169746399,0.05659714341163635
1159_3.png,1159_3,1159,0,initial_expansion,subject_background,4,"a serious blond male anime warrior wearing futuristic silver armor, holding a glowing orange fire sword, dark smoky gray background with large abstract elemental spirit shapes behind the character",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-153855_round0_initial_prompt_expansion_low_vram/1159_3/candidate_004.png,0.854312539100647,0.6815443634986877,0.07186782360076904
1159_3.png,1159_3,1159,0,initial_expansion,detail_focus,5,"a serious blond male anime warrior wearing futuristic silver armor, holding a glowing orange fire sword, blond messy hair, intense expression, silver shoulder armor, teal ghostly smoke on the left, orange fire spirit on the right, glowing curved flame blade crossing the lower body",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-153855_round0_initial_prompt_expansion_low_vram/1159_3/candidate_005.png,0.8735973238945007,0.6438250541687012,0.05209428444504738
