target,target_key,seed,iteration,family,prompt_type,prompt_index,prompt,generated_path,clip_similarity,lpips,mse,clip_norm,lpips_norm,mse_norm,score
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_background,2,"a glass containing orange juice garnished with orange slices and pineapple pieces on a wooden table with a slight camera angle, against a neutral color background",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-221350_round1_llm_refinement/1159_25/candidate_002.png,0.9380766153335571,0.5664434432983398,0.038864072412252426,0.9999997234449622,0.0,0.0,0.9999998617224811
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_detail_focus,7,"a glass of orange juice placed on a warm brown tabletop next to orange slices and pineapple pieces, with a slight right tilt",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-221350_round1_llm_refinement/1159_25/candidate_007.png,0.9305741190910339,0.5955300331115723,0.03936586529016495,0.7925144103488758,0.23882599425518444,0.02634423748623634,0.7980923837237406
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_compact_full,11,"a still life shot of a glass with orange juice, decorated with orange slices and pineapple, on a warm brown tabletop",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-221350_round1_llm_refinement/1159_25/candidate_011.png,0.9320188760757446,0.6021649241447449,0.04621651768684387,0.8324698925817654,0.29330417330425873,0.3860050091268143,0.7603127760564978
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_background,4,"a still-life image of a clear glass filled with orange juice, decorated with orange slices and pineapple pieces, positioned on a warm wood table with soft shadows and gentle highlights",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-221350_round1_llm_refinement/1159_25/candidate_004.png,0.9324192404747009,0.6233879923820496,0.041776031255722046,0.843542171725225,0.46756387186177195,0.1528784857243099,0.7194576885454729
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_background,1,a clear glass filled with fresh orange juice decorated with vibrant orange slices and pineapple pieces placed slightly right of center on a warm brown tabletop with a round wooden board on the left and a soft neutral background,/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-221350_round1_llm_refinement/1159_25/candidate_001.png,0.9273748397827148,0.6164107918739319,0.04461171105504036,0.7040367293863631,0.41027503672610705,0.3017523046970613,0.6577331195330326
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_background,3,"a close-up of a glass filled with freshly squeezed orange juice, adorned with orange slices and chunks of pineapple, placed on a warm brown tabletop with a wooden board to the left, under warm studio lighting",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-221350_round1_llm_refinement/1159_25/candidate_003.png,0.9294027090072632,0.6296715140342712,0.04944627359509468,0.7601184743645952,0.5191570051803132,0.555567911301698,0.6168396439800026
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_detail_focus,8,"a glass filled with orange juice on a warm brown tabletop with a wooden board to the left, surrounded by orange slices and pineapple",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-221350_round1_llm_refinement/1159_25/candidate_008.png,0.9242736101150513,0.6385284662246704,0.04524967074394226,0.6182706606303401,0.5918802232173899,0.33524532998867784,0.5388587080293463
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_compact_full,9,"a clear glass centered on a warm brown tabletop with orange slices on the rim, fresh orange juice, and small pineapple cubes around it",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-221350_round1_llm_refinement/1159_25/candidate_009.png,0.9019174575805664,0.5956190228462219,0.04110303893685341,0.0,0.2395566767446986,0.11754623958234874,0.39242270534388574
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_detail_focus,6,"a clear glass filled with orange juice decorated with an orange slice, on a warm brown tabletop with soft background",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-221350_round1_llm_refinement/1159_25/candidate_006.png,0.9101934432983398,0.6236918568611145,0.04557320475578308,0.22887655419250988,0.4700588613671592,0.35223093743345957,0.3911916388060453
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_detail_focus,5,"a clear glass held with fresh orange juice next to sliced oranges, on a warm brown tabletop with a round wooden board to the left",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-221350_round1_llm_refinement/1159_25/candidate_005.png,0.9159533977508545,0.6575227379798889,0.04661593958735466,0.3881709962510731,0.747839579959496,0.4069747475735494,0.3542521913843832
