target,target_key,seed,iteration,family,prompt_type,prompt_index,prompt,generated_path,clip_similarity,lpips,mse
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_compact_full,1,"A clear glass filled with fresh orange juice, placed slightly right of center on a warm brown tabletop with a round wooden board on the left and soft neutral background. Orange slices and pineapple pieces decorate the rim and around the glass.",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-183423_round1_llm_refinement/1159_25/candidate_001.png,0.8883436918258667,0.6945220828056335,0.07917987555265427
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_compact_full,2,"A clear glass of orange juice sits on a wooden board amidst sliced oranges on a dark brown tabletop, lit with warm studio lighting.",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-183423_round1_llm_refinement/1159_25/candidate_002.png,0.8123892545700073,0.754205584526062,0.10363829880952835
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_compact_full,3,"A glass of orange juice, slightly off-center, sits on a wooden board on a warm brown tabletop. Orange slices adorn the rim and surrounding area, while pineapple pieces scatter the left foreground.",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-183423_round1_llm_refinement/1159_25/candidate_003.png,0.9129935503005981,0.677653431892395,0.08234359323978424
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_compact_full,4,"A clear glass filled with fresh orange juice rests on a wooden board on a warm brown tabletop, surrounded by sliced oranges and small pineapple cubes, lit with soft studio lighting.",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-183423_round1_llm_refinement/1159_25/candidate_004.png,0.9071111679077148,0.6851896047592163,0.09142488986253738
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_composition,5,"a clear glass filled with fresh orange juice, orange slices, and pineapple pieces, positioned slightly right of center, on a warm brown tabletop",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-183423_round1_llm_refinement/1159_25/candidate_005.png,0.9051188230514526,0.6468440294265747,0.06767109781503677
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_composition,6,"a clear glass containing freshly squeezed orange juice, garnished with sliced oranges and pineapple cubes, against a neutral background",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-183423_round1_llm_refinement/1159_25/candidate_006.png,0.8884309530258179,0.6975204348564148,0.09544076770544052
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_composition,7,"a glass of orange juice adorned with orange slices and pineapple, placed center-right, set against a wooden board and warm brown tabletop",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-183423_round1_llm_refinement/1159_25/candidate_007.png,0.9191637635231018,0.6219335794448853,0.06719177961349487
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_composition,8,"a clear glass filled with freshly squeezed orange juice, decorated with bright orange slices, small pineapple cubes, and orange halves, on a warm wooden tabletop",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-183423_round1_llm_refinement/1159_25/candidate_008.png,0.8722547292709351,0.671971321105957,0.07942884415388107
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_only,9,"A clear glass filled with fresh juice, decorated with sliced oranges and pineapple pieces.",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-183423_round1_llm_refinement/1159_25/candidate_009.png,0.8485464453697205,0.6805633306503296,0.07892951369285583
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_only,10,"A glass filled with orange juice, surrounded by sliced oranges, pineapple, and placed on a warm tabletop.",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-183423_round1_llm_refinement/1159_25/candidate_010.png,0.8722593784332275,0.6706787347793579,0.06827741861343384
