target,target_key,seed,iteration,family,prompt_type,prompt_index,prompt,generated_path,clip_similarity,lpips,mse,clip_norm,lpips_norm,mse_norm,score
1159_25.png,1159_25,1159,1,metric_guided_refinement,refined_suffix,5,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces , warm brown tabletop with a round wooden board on the left and soft neutral background , balanced lighting",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-214000_round1_metric_guided_refinement/1159_25/candidate_005.png,0.9351658225059509,0.61434006690979,0.041301582008600235,0.9999997182114492,0.06432501092339028,0.5026108918617875,0.9207925290934477
1159_25.png,1159_25,1159,1,metric_guided_refinement,refined_global_style,10,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces , warm brown tabletop with a round wooden board on the left and soft neutral background , commercial drink photography",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-214000_round1_metric_guided_refinement/1159_25/candidate_010.png,0.9278802275657654,0.6119855642318726,0.04101962223649025,0.7946999942414638,0.0,0.42217104329705146,0.8653978930789535
1159_25.png,1159_25,1159,1,metric_guided_refinement,refined_suffix,3,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces , warm brown tabletop with a round wooden board on the left and soft neutral background , cleaner background",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-214000_round1_metric_guided_refinement/1159_25/candidate_003.png,0.9291319847106934,0.6223323345184326,0.04111914336681366,0.8299730774201213,0.28267375439702597,0.4505632660325831,0.7512283687571346
1159_29.png,1159_29,1159,1,metric_guided_refinement,refined_global_style,9,"a tall palm tree standing in shallow ocean water during sunset , large green palm fronds , textured palm trunk , foamy waves around rocks at the base , reflective water surface , blue - green sea , orange sun glow , realistic food photography",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-214000_round1_metric_guided_refinement/1159_29/candidate_009.png,0.9165539741516113,0.7150620222091675,0.05960007384419441,0.5071978651165231,0.4121523743914842,0.0,0.5927704708262675
1159_29.png,1159_29,1159,1,metric_guided_refinement,refined_suffix,7,"a tall palm tree standing in shallow ocean water during sunset , large green palm fronds , textured palm trunk , foamy waves around rocks at the base , reflective water surface , blue - green sea , orange sun glow , sharp focus",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-214000_round1_metric_guided_refinement/1159_29/candidate_007.png,0.91911780834198,0.7221516370773315,0.06087598204612732,0.6527991743312892,0.6070115138355648,0.17468594956933975,0.553135852266142
1159_29.png,1159_29,1159,1,metric_guided_refinement,refined_global_style,10,"a tall palm tree standing in shallow ocean water during sunset , large green palm fronds , textured palm trunk , foamy waves around rocks at the base , reflective water surface , blue - green sea , orange sun glow , commercial drink photography",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-214000_round1_metric_guided_refinement/1159_29/candidate_010.png,0.9076229333877563,0.7000665664672852,0.060780834406614304,0.0,0.0,0.1616591850008286,0.5338340814999172
1159_3.png,1159_3,1159,1,metric_guided_refinement,refined_suffix,8,"a serious blond male anime warrior wearing futuristic silver armor , holding a glowing orange fire sword , centered upper - body character portrait , frontal view , symmetrical heroic pose , character fills most of the frame , high detail",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-214000_round1_metric_guided_refinement/1159_3/candidate_008.png,0.9049220681190491,0.6126470565795898,0.04301990196108818,0.999999770442469,0.24176999470763608,0.19631270474766327,0.8715721286059085
1159_3.png,1159_3,1159,1,metric_guided_refinement,refined_original,1,"a serious blond male anime warrior wearing futuristic silver armor , holding a glowing orange fire sword , centered upper - body character portrait , frontal view , symmetrical heroic pose , character fills most of the frame",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-214000_round1_metric_guided_refinement/1159_3/candidate_001.png,0.8947928547859192,0.6048087477684021,0.042727600783109665,0.7674760501318811,0.07771361075298366,0.17660283493735907,0.842732814226768
1159_3.png,1159_3,1159,1,metric_guided_refinement,refined_suffix,6,"a serious blond male anime warrior wearing futuristic silver armor , holding a glowing orange fire sword , centered upper - body character portrait , frontal view , symmetrical heroic pose , character fills most of the frame , detailed foreground",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-214000_round1_metric_guided_refinement/1159_3/candidate_006.png,0.8774178624153137,0.6010957360267639,0.04010854661464691,0.3686200152641771,0.0,0.0,0.7158790068688797
1159_7.png,1159_7,1159,1,metric_guided_refinement,refined_original,1,"a small hedgehog - like creature with very long spiky orange fur emerging from the top of a carved wooden cube , orange spiky fur radiating outward like a sunburst , tiny dark eyes , small snout , pale carved wooden cube with rough vertical grooves and blocky texture",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-214000_round1_metric_guided_refinement/1159_7/candidate_001.png,0.8979278206825256,0.49642881751060486,0.0308188796043396,0.8885319578363436,0.0,0.27771908367229164,0.9220674726591256
1159_7.png,1159_7,1159,1,metric_guided_refinement,refined_suffix,4,"a small hedgehog - like creature with very long spiky orange fur emerging from the top of a carved wooden cube , orange spiky fur radiating outward like a sunburst , tiny dark eyes , small snout , pale carved wooden cube with rough vertical grooves and blocky texture , more faithful colors",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-214000_round1_metric_guided_refinement/1159_7/candidate_004.png,0.8942092061042786,0.5056762099266052,0.03042704612016678,0.856867698748694,0.11965493021229162,0.16950817199264157,0.8647949286421169
1159_7.png,1159_7,1159,1,metric_guided_refinement,refined_suffix,8,"a small hedgehog - like creature with very long spiky orange fur emerging from the top of a carved wooden cube , orange spiky fur radiating outward like a sunburst , tiny dark eyes , small snout , pale carved wooden cube with rough vertical grooves and blocky texture , high detail",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-214000_round1_metric_guided_refinement/1159_7/candidate_008.png,0.9039703607559204,0.5125405192375183,0.030784226953983307,0.9399846024719892,0.2084743957009352,0.2681492152495187,0.8523646715220224
7836.png,7836,7836,1,metric_guided_refinement,refined_suffix,6,"a lone astronaut standing on a dark alien planet looking up at enormous planets and a star - filled galaxy , small astronaut centered near the bottom , huge diagonal planet dominating the upper half , dramatic vast scale , detailed foreground",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-214000_round1_metric_guided_refinement/7836/candidate_006.png,0.9492391347885132,0.6696088910102844,0.020451342687010765,0.9999997553258019,0.4464464721015135,0.3404455440924938,0.7650544230416804
7836.png,7836,7836,1,metric_guided_refinement,refined_global_style,9,"a lone astronaut standing on a dark alien planet looking up at enormous planets and a star - filled galaxy , small astronaut centered near the bottom , huge diagonal planet dominating the upper half , dramatic vast scale , realistic food photography",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-214000_round1_metric_guided_refinement/7836/candidate_009.png,0.9418877959251404,0.6676181554794312,0.02114410698413849,0.8201314611792591,0.3531357565624051,0.7434199786708409,0.6858060692105002
7836.png,7836,7836,1,metric_guided_refinement,refined_suffix,8,"a lone astronaut standing on a dark alien planet looking up at enormous planets and a star - filled galaxy , small astronaut centered near the bottom , huge diagonal planet dominating the upper half , dramatic vast scale , high detail",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-214000_round1_metric_guided_refinement/7836/candidate_008.png,0.9445464015007019,0.6728267669677734,0.02006005495786667,0.885180679909647,0.5972763053243599,0.11283717561415016,0.6682732510019641
9338.png,9338,9338,1,metric_guided_refinement,refined_suffix,2,"a cute small hamster - like fantasy creature with colorful dragon scales , horns and tiny wings , centered character portrait , creature sitting upright , three - quarter side view facing left , body fills most of the frame , abstract painterly background with swirling colorful smoke and flame - like shapes , stronger focus on the main subject",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-214000_round1_metric_guided_refinement/9338/candidate_002.png,0.8979509472846985,0.7195459008216858,0.04495716094970703,0.8277909678512246,0.11803686764399092,0.26438082899882115,0.842951262193373
