target,target_key,seed,iteration,family,prompt_type,prompt_index,prompt,generated_path,clip_similarity,lpips,mse,clip_norm,lpips_norm,mse_norm,score
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_composition,6,"a clear glass filled with fresh orange juice, decorated with orange slices, and pieces of pineapple, in a warm brown tabletop setup, with a round wooden board on the left and soft neutral background",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-151717_round1_llm_refinement/1159_25/candidate_006.png,0.9320698976516724,0.6480087637901306,0.07362775504589081,0.9999998532724153,0.03451796605839217,0.3168794576705772,0.9545047944457931
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_composition,8,"a clear glass filled with fresh orange juice, surrounded by orange slices and small pineapple cubes, in a tabletop view, with a round wooden board on the left and a soft neutral background",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-151717_round1_llm_refinement/1159_25/candidate_008.png,0.9243442416191101,0.6449179649353027,0.07255939394235611,0.8866431682032424,0.0,0.29179963357054717,0.9141416207445665
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_only,10,"a still life product shot of a clear glass filled with fresh orange juice, decorated with orange slices and pineapple pieces, on a warm brown tabletop with soft neutral background",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-151717_round1_llm_refinement/1159_25/candidate_010.png,0.9153259992599487,0.6511805057525635,0.07686133682727814,0.754320676148689,0.06993990276392148,0.3927879328312156,0.8099055836856544
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_compact_full,1,clear glass filled with fresh orange juice placed slightly right of center on warm brown tabletop with round wooden board on the left,/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-151717_round1_llm_refinement/1159_25/candidate_001.png,0.9160680770874023,0.661485493183136,0.06012918800115585,0.765209004884647,0.18502575049064723,0.0,0.8085942022460647
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_only,11,a realistic commercial still life product photo of a clear glass filled with orange juice decorated with orange slices and pineapple pieces on a warm brown tabletop,/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-151717_round1_llm_refinement/1159_25/candidate_011.png,0.9099770784378052,0.6609589457511902,0.07415946573019028,0.6758372527940806,0.17914528164174479,0.329361389472678,0.7333243747930746
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_composition,5,"a clear glass filled with fresh orange juice, decorated with orange slices and small pineapple cubes, in a still life product shot, with a warm brown tabletop and soft neutral background",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-151717_round1_llm_refinement/1159_25/candidate_005.png,0.9087318778038025,0.6572731137275696,0.07765455543994904,0.6575667246315987,0.13798199969942765,0.41140877480387533,0.7324496849556408
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_only,12,"a sharp close-up tabletop shot of a clear glass filled with fresh orange juice, decorated with orange slices and pineapple pieces, under warm studio lighting",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-151717_round1_llm_refinement/1159_25/candidate_012.png,0.9127870798110962,0.6749293804168701,0.08052229136228561,0.7170677242742417,0.3351667544909637,0.4787290022621589,0.6765942601145195
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_composition,7,"a clear glass filled with orange juice, with bright orange slices on the rim, in a still life product shot, featuring a warm brown tabletop, soft shadowy lighting, and gentle highlights",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-151717_round1_llm_refinement/1159_25/candidate_007.png,0.9048044681549072,0.6790767908096313,0.08848250657320023,0.5999407913993888,0.3814849323768965,0.6655954059786602,0.5808168821510699
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_compact_full,3,still life product shot of clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces,/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-151717_round1_llm_refinement/1159_25/candidate_003.png,0.8984310626983643,0.676044225692749,0.08080915361642838,0.5064253524372585,0.347617319280399,0.48546310635022005,0.5656194378714476
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_compact_full,2,glass filled with orange juice next to sliced oranges on warm brown tabletop with round wooden board and soft neutral background,/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-151717_round1_llm_refinement/1159_25/candidate_002.png,0.8975062370300293,0.7025604844093323,0.07435688376426697,0.49285560876921636,0.64375024845658,0.33399578654351475,0.4555281263476247
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_only,9,"a clear glass filled with fresh orange juice, decorated with slices of orange and fresh pineapple pieces, placed slightly to the right of center on a warm brown tabletop",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-151717_round1_llm_refinement/1159_25/candidate_009.png,0.8639163970947266,0.6579053401947021,0.07516809552907944,0.0,0.14504268943004892,0.35303901855754033,0.4066790223722264
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_compact_full,4,warm studio lighting close-up tabletop shot of clear glass filled with fresh orange juice placed right of center,/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-151717_round1_llm_refinement/1159_25/candidate_004.png,0.8682202696800232,0.7344596982002258,0.10272760689258575,0.06314968297488538,0.9999998883202446,0.9999997652495582,0.03157490963438904
1159_29.png,1159_29,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_photo_realism,6,"In a tropical seascape with a palm tree on the left and distant mountains, a palm tree in shallow ocean water reflects warm sunlight.",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-151717_round1_llm_refinement/1159_29/candidate_006.png,0.9216324090957642,0.6648315191268921,0.08039262890815735,0.9999995951650806,0.0,0.9044351608343175,0.9095562814991086
1159_29.png,1159_29,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_background,12,"a tall, tall palm tree stands solitary in shallow turquoise ocean water during a warm sunset with soft sunlight, distant island beyond the horizon",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-151717_round1_llm_refinement/1159_29/candidate_012.png,0.9213005900382996,0.679528534412384,0.060466598719358444,0.9865664010308934,0.165692061161417,0.179861927254129,0.909020183325467
1159_29.png,1159_29,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_photo_realism,5,"A tall palm tree stands in shallow turquoise ocean water during soft sunset, with a wide-angle view.",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-151717_round1_llm_refinement/1159_29/candidate_005.png,0.9125125408172607,0.665317177772522,0.055520329624414444,0.6307954813343908,0.005475246534901047,0.0,0.8132076420532349
1159_29.png,1159_29,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_background,10,"a large green palm tree stands alone in shallow tropical ocean water, with warm sunlight reflecting on the water and a distant island on the horizon",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-151717_round1_llm_refinement/1159_29/candidate_010.png,0.9186847805976868,0.679387629032135,0.07610243558883667,0.8806693006585312,0.16410351393405984,0.7484302157142538,0.7998502231842162
1159_29.png,1159_29,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_detail_focus,4,"a tall palm tree grows in shallow blue-green ocean water, sunlight reflects on the gentle waves, a distant tropical island on the right horizon",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-151717_round1_llm_refinement/1159_29/candidate_004.png,0.9162715077400208,0.6666006445884705,0.08302068710327148,0.7829715884068745,0.019944868974275647,0.9999996363684954,0.7835078829768776
1159_29.png,1159_29,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_detail_focus,3,"a lone palm tree stands in calm turquoise ocean during warm sunset, soft lighting on the water and palm fronds, a distant island on the horizon",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-151717_round1_llm_refinement/1159_29/candidate_003.png,0.9156932234764099,0.7047991752624512,0.0660763755440712,0.7595606220893095,0.4505896739066958,0.3838510859090338,0.661159332891073
1159_29.png,1159_29,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_photo_realism,8,"A lone palm tree in the shallow waters of a tropical sea at sunset, with a low viewpoint and deep depth of field.",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-151717_round1_llm_refinement/1159_29/candidate_008.png,0.9203028678894043,0.723414421081543,0.07017755508422852,0.9461751244704192,0.6604553091310472,0.5329828945406968,0.655607149128721
1159_29.png,1159_29,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_detail_focus,1,"a tall green palm tree stands in shallow turquoise ocean water during soft sunset, waves foam around the base, the water reflects the orange sun glow",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-151717_round1_llm_refinement/1159_29/candidate_001.png,0.9158401489257812,0.7141982316970825,0.071601502597332,0.7655086773328468,0.5565533000834934,0.5847621121892701,0.601656807414099
