target,target_key,seed,iteration,family,prompt_type,prompt_index,prompt,generated_path,clip_similarity,lpips,mse,clip_norm,lpips_norm,mse_norm,score
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_composition,6,"a clear glass filled with fresh orange juice, decorated with orange slices, and pieces of pineapple, in a warm brown tabletop setup, with a round wooden board on the left and soft neutral background",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-151717_round1_llm_refinement/1159_25/candidate_006.png,0.9320698976516724,0.6480087637901306,0.07362775504589081,0.9999998532724153,0.03451796605839217,0.3168794576705772,0.9545047944457931
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_composition,8,"a clear glass filled with fresh orange juice, surrounded by orange slices and small pineapple cubes, in a tabletop view, with a round wooden board on the left and a soft neutral background",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-151717_round1_llm_refinement/1159_25/candidate_008.png,0.9243442416191101,0.6449179649353027,0.07255939394235611,0.8866431682032424,0.0,0.29179963357054717,0.9141416207445665
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_only,10,"a still life product shot of a clear glass filled with fresh orange juice, decorated with orange slices and pineapple pieces, on a warm brown tabletop with soft neutral background",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-151717_round1_llm_refinement/1159_25/candidate_010.png,0.9153259992599487,0.6511805057525635,0.07686133682727814,0.754320676148689,0.06993990276392148,0.3927879328312156,0.8099055836856544
1159_29.png,1159_29,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_photo_realism,6,"In a tropical seascape with a palm tree on the left and distant mountains, a palm tree in shallow ocean water reflects warm sunlight.",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-151717_round1_llm_refinement/1159_29/candidate_006.png,0.9216324090957642,0.6648315191268921,0.08039262890815735,0.9999995951650806,0.0,0.9044351608343175,0.9095562814991086
1159_29.png,1159_29,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_background,12,"a tall, tall palm tree stands solitary in shallow turquoise ocean water during a warm sunset with soft sunlight, distant island beyond the horizon",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-151717_round1_llm_refinement/1159_29/candidate_012.png,0.9213005900382996,0.679528534412384,0.060466598719358444,0.9865664010308934,0.165692061161417,0.179861927254129,0.909020183325467
1159_29.png,1159_29,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_photo_realism,5,"A tall palm tree stands in shallow turquoise ocean water during soft sunset, with a wide-angle view.",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-151717_round1_llm_refinement/1159_29/candidate_005.png,0.9125125408172607,0.665317177772522,0.055520329624414444,0.6307954813343908,0.005475246534901047,0.0,0.8132076420532349
1159_3.png,1159_3,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_composition,3,"a frontal, symmetrical heroic pose anime warrior with blond messy hair, silver shoulder armor, teal ghostly smoke and orange fire spirit",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-151717_round1_llm_refinement/1159_3/candidate_003.png,0.8924001455307007,0.6080840229988098,0.05866461247205734,0.9999999197017336,0.10830575721015098,0.40284212622912824,0.9163934443438936
1159_3.png,1159_3,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_detail_focus,9,"serious blond anime warrior with futuristic silver armor, holding a glowing orange fire sword, with teal ghostly smoke and orange fire spirit surrounding him",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-151717_round1_llm_refinement/1159_3/candidate_009.png,0.8844159841537476,0.6115294098854065,0.047443170100450516,0.935888487961381,0.1476787705730991,0.02406932559986239,0.9064658031914646
1159_3.png,1159_3,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_only,5,"A blond male anime warrior in silver futuristic armor displays a serious expression, holding a glowing orange fire sword.",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-151717_round1_llm_refinement/1159_3/candidate_005.png,0.8473325967788696,0.5986065864562988,0.05013294517993927,0.6381153160352372,0.0,0.11486100871705467,0.8075715571459132
1159_7.png,1159_7,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_detail_focus,8,"small, long-furred hedgehog-like creature emerging from top of wooden cube with grooves, tiny eyes, small snout, studio setup with warm brown background and floor",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-151717_round1_llm_refinement/1159_7/candidate_008.png,0.8470156192779541,0.5149636268615723,0.028392823413014412,0.6748488088282864,0.0,0.0,0.8374244044141431
1159_7.png,1159_7,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_background,11,"a hedgehog-like creature with long, spiky, orange fur, situated on top of a pale, carved wooden cube, on a warm brown studio background",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-151717_round1_llm_refinement/1159_7/candidate_011.png,0.8801528811454773,0.5545392036437988,0.04732143133878708,0.9153572780469216,0.37827369910076153,0.5125547905851923,0.7551136803246369
1159_7.png,1159_7,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_photo_realism,4,"A hedgehog-like being in orange fur with long, spiky quills emerges from the top of a wooden cube, with a shallow depth of field and warm, diffuse lighting.",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-151717_round1_llm_refinement/1159_7/candidate_004.png,0.8918149471282959,0.5723391175270081,0.04911613464355469,0.9999999274205364,0.5484099249182071,0.5611523303591144,0.724520760707074
7836.png,7836,7836,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_composition,1,"A lone astronaut stands on a dark alien planet, gazing up at enormous planets and a star-filled galaxy, with a huge diagonal planet dominating the upper half, against a deep outer space background filled with stars and blue nebula clouds.",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-151717_round1_llm_refinement/7836/candidate_001.png,0.9241178035736084,0.6899102330207825,0.029678579419851303,0.9999998413502286,0.3148952261106231,0.6914789797415242,0.8048939322567127
7836.png,7836,7836,1,llm_refinement,groq_llama_3.1_refinement_r1_from_detail_focus,7,A close-up look at an astronaut standing on a dark space planet's edge. Crackled rocky terrain and a reddish planet dominate the scene. The vast galaxy shines bright with numerous blue star clusters.,/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-151717_round1_llm_refinement/7836/candidate_007.png,0.9018340706825256,0.6704442501068115,0.01947011798620224,0.6464689281706966,0.18972247171596174,0.0,0.7473454753989636
7836.png,7836,7836,1,llm_refinement,groq_llama_3.1_refinement_r1_from_detail_focus,8,An astronaut stands near the bottom of the frame on a dark alien world's surface. Enormous celestial bodies and star clusters fill the upper half. The deep space environment is characterized by dramatic cosmos backlighting.,/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-151717_round1_llm_refinement/7836/candidate_008.png,0.8882589340209961,0.6409399509429932,0.026502499356865883,0.43109969519950164,0.0,0.4763444449436085,0.66791540310539
9338.png,9338,9338,1,llm_refinement,groq_llama_3.1_refinement_r1_from_photo_realism,12,"a sweet fantasy hamster-like creature with colorful scales, horns, and wings, bright warm highlights, soft gentle ambient lighting, abstract painterly background with swirling colorful smoke and flame shapes",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-151717_round1_llm_refinement/9338/candidate_012.png,0.8423052430152893,0.62434983253479,0.036175210028886795,0.7312065111621593,0.0,0.26911577842657397,0.8386916777384222
9338.png,9338,9338,1,llm_refinement,groq_llama_3.1_refinement_r1_from_compact_full,5,"A cute, small hamster-like fantasy creature with colorful dragon scales, sitting upright, three-quarter side view facing left, in an abstract painterly background with swirling colorful smoke.",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-151717_round1_llm_refinement/9338/candidate_005.png,0.8702982664108276,0.6723237633705139,0.0336449071764946,0.9999999039784346,0.40682821054668034,0.19629061679365478,0.8176396060911797
9338.png,9338,9338,1,llm_refinement,groq_llama_3.1_refinement_r1_from_photo_realism,10,"a charming hamster-like fantasy creature with vibrant dragon scales, tiny horns, and wings, set against an abstract painterly background with colorful smoke and flame shapes, soft warm highlights",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260603-151717_round1_llm_refinement/9338/candidate_010.png,0.8689615726470947,0.678080141544342,0.032396603375673294,0.9871647612061326,0.45564341061247515,0.16036293091374015,0.7952887232667022
