target,target_key,seed,iteration,family,prompt_type,prompt_index,prompt,generated_path,clip_similarity,lpips,mse
1159_25.png,1159_25,1159,1,metric_guided_refinement,refined_original,1,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces , warm brown tabletop with a round wooden board on the left and soft neutral background",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-215423_round1_metric_guided_refinement/1159_25/candidate_001.png,0.9148575067520142,0.6197471618652344,0.04079865291714668
1159_25.png,1159_25,1159,1,metric_guided_refinement,refined_suffix,2,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces , warm brown tabletop with a round wooden board on the left and soft neutral background , stronger focus on the main subject",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-215423_round1_metric_guided_refinement/1159_25/candidate_002.png,0.913016676902771,0.6485887765884399,0.04019634798169136
1159_25.png,1159_25,1159,1,metric_guided_refinement,refined_suffix,3,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces , warm brown tabletop with a round wooden board on the left and soft neutral background , cleaner background",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-215423_round1_metric_guided_refinement/1159_25/candidate_003.png,0.9291319847106934,0.6223323345184326,0.04111914336681366
1159_25.png,1159_25,1159,1,metric_guided_refinement,refined_suffix,4,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces , warm brown tabletop with a round wooden board on the left and soft neutral background , more faithful colors",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-215423_round1_metric_guided_refinement/1159_25/candidate_004.png,0.9209950566291809,0.6227875351905823,0.04093605652451515
1159_25.png,1159_25,1159,1,metric_guided_refinement,refined_suffix,5,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces , warm brown tabletop with a round wooden board on the left and soft neutral background , balanced lighting",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-215423_round1_metric_guided_refinement/1159_25/candidate_005.png,0.9351658225059509,0.61434006690979,0.041301582008600235
1159_25.png,1159_25,1159,1,metric_guided_refinement,refined_suffix,6,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces , warm brown tabletop with a round wooden board on the left and soft neutral background , detailed foreground",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-215423_round1_metric_guided_refinement/1159_25/candidate_006.png,0.8996782302856445,0.64545738697052,0.04161586984992027
1159_25.png,1159_25,1159,1,metric_guided_refinement,refined_suffix,7,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces , warm brown tabletop with a round wooden board on the left and soft neutral background , sharp focus",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-215423_round1_metric_guided_refinement/1159_25/candidate_007.png,0.9262861013412476,0.6363120079040527,0.03953981772065163
1159_25.png,1159_25,1159,1,metric_guided_refinement,refined_suffix,8,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces , warm brown tabletop with a round wooden board on the left and soft neutral background , high detail",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-215423_round1_metric_guided_refinement/1159_25/candidate_008.png,0.9150021076202393,0.6265127062797546,0.040606364607810974
1159_25.png,1159_25,1159,1,metric_guided_refinement,refined_global_style,9,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces , warm brown tabletop with a round wooden board on the left and soft neutral background , realistic food photography",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-215423_round1_metric_guided_refinement/1159_25/candidate_009.png,0.9279428720474243,0.645485520362854,0.043045032769441605
1159_25.png,1159_25,1159,1,metric_guided_refinement,refined_global_style,10,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces , warm brown tabletop with a round wooden board on the left and soft neutral background , commercial drink photography",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-215423_round1_metric_guided_refinement/1159_25/candidate_010.png,0.9278802275657654,0.6119855642318726,0.04101962223649025
1159_29.png,1159_29,1159,1,metric_guided_refinement,refined_original,1,"a tall palm tree standing in shallow ocean water during sunset , large green palm fronds , textured palm trunk , foamy waves around rocks at the base , reflective water surface , blue - green sea , orange sun glow",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-215423_round1_metric_guided_refinement/1159_29/candidate_001.png,0.9094479084014893,0.725290060043335,0.06192672252655029
1159_29.png,1159_29,1159,1,metric_guided_refinement,refined_suffix,2,"a tall palm tree standing in shallow ocean water during sunset , large green palm fronds , textured palm trunk , foamy waves around rocks at the base , reflective water surface , blue - green sea , orange sun glow , stronger focus on the main subject",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-215423_round1_metric_guided_refinement/1159_29/candidate_002.png,0.9146145582199097,0.7212875485420227,0.0621393620967865
