target,target_key,seed,iteration,family,prompt_type,prompt_index,prompt,generated_path,clip_similarity,lpips,mse,clip_norm,lpips_norm,mse_norm,score
1159_25.png,1159_25,1159,0,initial_expansion,subject_background,4,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces, warm brown tabletop with a round wooden board on the left and soft neutral background",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-222646_round0_initial_prompt_expansion_low_vram/1159_25/candidate_004.png,0.9148575067520142,0.6197471618652344,0.04079865291714668,0.7259141766146239,0.09351528049467582,0.1847885021718817,0.8070721258922535
1159_25.png,1159_25,1159,0,initial_expansion,detail_focus,5,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces, bright orange slices on the rim and around the table, orange halves in the background, small pineapple cubes scattered on the left foreground, transparent glass rim, saturated orange juice",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-222646_round0_initial_prompt_expansion_low_vram/1159_25/candidate_005.png,0.9076942801475525,0.6171093583106995,0.038747742772102356,0.5812225600533546,0.0,0.0,0.7906112800266772
1159_25.png,1159_25,1159,0,initial_expansion,compact_full,6,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces, still life product shot, glass placed slightly right of center, tabletop view with fruit arranged around the glass, warm brown tabletop with a round wooden board on the left and soft neutral background",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-222646_round0_initial_prompt_expansion_low_vram/1159_25/candidate_006.png,0.9284266233444214,0.6271377205848694,0.04668912664055824,0.9999997980077631,0.35552500085116295,0.7155244873939566,0.7862374499240208
1159_29.png,1159_29,1159,0,initial_expansion,detail_focus,5,"a tall palm tree standing in shallow ocean water during sunset, large green palm fronds, textured palm trunk, foamy waves around rocks at the base, reflective water surface, blue-green sea, orange sun glow",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-222646_round0_initial_prompt_expansion_low_vram/1159_29/candidate_005.png,0.9094479084014893,0.725290060043335,0.06192672252655029,0.8662306458214151,0.2286904992588493,0.5200175843132756,0.7896373647758403
1159_29.png,1159_29,1159,0,initial_expansion,subject_composition,3,"a tall palm tree standing in shallow ocean water during sunset, wide tropical seascape, palm tree on the left foreground, horizon across the middle, sun low near the center, distant island on the right",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-222646_round0_initial_prompt_expansion_low_vram/1159_29/candidate_003.png,0.9264313578605652,0.7808178663253784,0.06090543791651726,0.999999921235509,0.7434198241519224,0.4903267792501961,0.6535993530319659
1159_29.png,1159_29,1159,0,initial_expansion,compact_full,6,"a tall palm tree standing in shallow ocean water during sunset, wide tropical seascape, palm tree on the left foreground, horizon across the middle, sun low near the center, distant island on the right, turquoise ocean waves, cloudy pastel sky, distant mountains or island on the horizon",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-222646_round0_initial_prompt_expansion_low_vram/1159_29/candidate_006.png,0.9159198999404907,0.7951571941375732,0.05723971128463745,0.9172069578329726,0.8763419224372697,0.3837567068409372,0.5696910392574848
1159_3.png,1159_3,1159,0,initial_expansion,subject_composition,3,"a serious blond male anime warrior wearing futuristic silver armor, holding a glowing orange fire sword, centered upper-body character portrait, frontal view, symmetrical heroic pose, character fills most of the frame",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-222646_round0_initial_prompt_expansion_low_vram/1159_3/candidate_003.png,0.8947928547859192,0.6048087477684021,0.042727600783109665,0.9223661307805601,0.0,0.020842329924701544,0.95909883239781
1159_3.png,1159_3,1159,0,initial_expansion,subject_only,2,"a serious blond male anime warrior wearing futuristic silver armor, holding a glowing orange fire sword",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-222646_round0_initial_prompt_expansion_low_vram/1159_3/candidate_002.png,0.8847541213035583,0.6441794633865356,0.044181883335113525,0.8802979785471714,0.5784094815828256,0.10913612277059652,0.6978715843633958
1159_3.png,1159_3,1159,0,initial_expansion,subject_background,4,"a serious blond male anime warrior wearing futuristic silver armor, holding a glowing orange fire sword, dark smoky gray background with large abstract elemental spirit shapes behind the character",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-222646_round0_initial_prompt_expansion_low_vram/1159_3/candidate_004.png,0.8889241218566895,0.6385350227355957,0.05439858138561249,0.8977727146172817,0.4954849540634049,0.7294220637638704,0.6777501693068918
1159_7.png,1159_7,1159,0,initial_expansion,detail_focus,5,"a small hedgehog-like creature with very long spiky orange fur emerging from the top of a carved wooden cube, orange spiky fur radiating outward like a sunburst, tiny dark eyes, small snout, pale carved wooden cube with rough vertical grooves and blocky texture",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-222646_round0_initial_prompt_expansion_low_vram/1159_7/candidate_005.png,0.8979278206825256,0.49642881751060486,0.0308188796043396,0.9999999392794079,0.17264886021553183,0.1493155472754537,0.9160088708259458
1159_7.png,1159_7,1159,0,initial_expansion,compact_full,6,"a small hedgehog-like creature with very long spiky orange fur emerging from the top of a carved wooden cube, square centered composition, cube viewed from slightly above, creature face centered near the top front edge, plain warm brown studio background and matching brown floor, minimal environment",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-222646_round0_initial_prompt_expansion_low_vram/1159_7/candidate_006.png,0.8367997407913208,0.46113401651382446,0.03287849947810173,0.6288266184562611,0.0,0.2742332991355998,0.7869899793145706
1159_7.png,1159_7,1159,0,initial_expansion,subject_background,4,"a small hedgehog-like creature with very long spiky orange fur emerging from the top of a carved wooden cube, plain warm brown studio background and matching brown floor, minimal environment",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-222646_round0_initial_prompt_expansion_low_vram/1159_7/candidate_004.png,0.8388781547546387,0.48336175084114075,0.030422067269682884,0.641446871115643,0.10872969639734968,0.12524853112982412,0.7647067038858992
7836.png,7836,7836,0,initial_expansion,subject_composition,3,"a lone astronaut standing on a dark alien planet looking up at enormous planets and a star-filled galaxy, small astronaut centered near the bottom, huge diagonal planet dominating the upper half, dramatic vast scale",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-222646_round0_initial_prompt_expansion_low_vram/7836/candidate_003.png,0.919609785079956,0.6718964576721191,0.020612644031643867,0.5291018884146242,0.007015502172194317,0.08433654304313296,0.7533110890341211
7836.png,7836,7836,0,initial_expansion,photo_realism,7,"a lone astronaut standing on a dark alien planet looking up at enormous planets and a star-filled galaxy, realistic photography",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-222646_round0_initial_prompt_expansion_low_vram/7836/candidate_007.png,0.9410473108291626,0.7322620153427124,0.020521165803074837,0.9999997803394396,0.7324659895036778,0.06250815673517857,0.7007626786947309
7836.png,7836,7836,0,initial_expansion,subject_only,2,a lone astronaut standing on a dark alien planet looking up at enormous planets and a star-filled galaxy,/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-222646_round0_initial_prompt_expansion_low_vram/7836/candidate_002.png,0.9314942955970764,0.7408604025840759,0.020259207114577293,0.7901577124188198,0.8357981619413167,0.0,0.5607595914328832
9338.png,9338,9338,0,initial_expansion,compact_full,6,"a cute small hamster-like fantasy creature with colorful dragon scales, horns and tiny wings, centered character portrait, creature sitting upright, three-quarter side view facing left, body fills most of the frame, abstract painterly background with swirling colorful smoke and flame-like shapes",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-222646_round0_initial_prompt_expansion_low_vram/9338/candidate_006.png,0.881463885307312,0.7180142402648926,0.04424694553017616,0.9999999124153593,0.057135153453140686,0.2161743162204771,0.9555284632043758
9338.png,9338,9338,0,initial_expansion,subject_background,4,"a cute small hamster-like fantasy creature with colorful dragon scales, horns and tiny wings, abstract painterly background with swirling colorful smoke and flame-like shapes",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-222646_round0_initial_prompt_expansion_low_vram/9338/candidate_004.png,0.8600916266441345,0.7161785960197449,0.044617295265197754,0.8128117529247929,0.0,0.23503080772627744,0.8829027956897687
9338.png,9338,9338,0,initial_expansion,subject_only,2,"a cute small hamster-like fantasy creature with colorful dragon scales, horns and tiny wings",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-222646_round0_initial_prompt_expansion_low_vram/9338/candidate_002.png,0.8150637149810791,0.7237052917480469,0.04000118747353554,0.41843640669931204,0.23427138268669825,0.0,0.6155096502749767
