target,target_key,seed,iteration,family,prompt_type,prompt_index,prompt,generated_path,clip_similarity,lpips,mse
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_background,1,a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces on a warm brown tabletop with a round wooden board on the left.,/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-225609_round1_llm_refinement/1159_25/candidate_001.png,0.9088732004165649,0.6081899404525757,0.03909597173333168
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_background,2,a still life product shot of a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces against a soft neutral background.,/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-225609_round1_llm_refinement/1159_25/candidate_002.png,0.8950240015983582,0.6591338515281677,0.059645235538482666
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_background,3,"a close-up tabletop shot of a glass placed slightly right of center, filled with fresh orange juice decorated with orange slices and pineapple pieces on a warm brown tabletop.",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-225609_round1_llm_refinement/1159_25/candidate_003.png,0.9236647486686707,0.5906962156295776,0.04152771458029747
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_subject_background,4,a warm studio lighting shot of a glass filled with fresh orange juice decorated with orange slices and pineapple pieces on a warm brown tabletop with a round wooden board on the left.,/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-225609_round1_llm_refinement/1159_25/candidate_004.png,0.8972944021224976,0.667273759841919,0.056577663868665695
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_detail_focus,5,"A clear glass filled with fresh orange juice, decorated with bright orange slices on the rim and around the table, surrounded by orange halves in the background and small pineapple cubes on the left foreground.",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-225609_round1_llm_refinement/1159_25/candidate_005.png,0.8763986825942993,0.6196262836456299,0.04092912748456001
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_detail_focus,6,"A still life product shot of a clear glass filled with fresh orange juice, decorated with orange slices and pineapple pieces, placed slightly right of center on a warm brown tabletop with a round wooden board on the left.",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-225609_round1_llm_refinement/1159_25/candidate_006.png,0.9040902853012085,0.651813268661499,0.042068034410476685
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_detail_focus,7,"A close-up view of a clear glass filled with saturated orange juice, surrounded by bright orange slices and small pineapple cubes, placed on a warm brown tabletop with a round wooden board on the left.",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-225609_round1_llm_refinement/1159_25/candidate_007.png,0.878243625164032,0.6298491954803467,0.0462305061519146
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_detail_focus,8,"A glass filled with fresh orange juice, decorated with orange slices and pineapple pieces, placed on a warm brown tabletop with a round wooden board on the left, in a soft studio lighting setup.",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-225609_round1_llm_refinement/1159_25/candidate_008.png,0.8998078107833862,0.6764094829559326,0.0572442002594471
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_compact_full,9,"a clear glass filled with fresh orange juice, decorated with sliced oranges and pineapple, placed slightly right of center, on a warm brown tabletop with a round wooden board on the left, and a soft neutral background.",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-225609_round1_llm_refinement/1159_25/candidate_009.png,0.934999942779541,0.6016349196434021,0.037611376494169235
1159_25.png,1159_25,1159,1,llm_refinement,groq_llama_3.1_refinement_r1_from_compact_full,10,"a clear glass filled with orange juice, arranged with sliced orange and pineapple, set against a warm brown tabletop with a wooden board, and neutral background, with a focus on the glass and fruit.",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-225609_round1_llm_refinement/1159_25/candidate_010.png,0.9223569631576538,0.6057854890823364,0.04148873686790466
