target,target_key,seed,iteration,family,prompt_type,prompt_index,prompt,generated_path,clip_similarity,lpips,mse
1159_25.png,1159_25,1159,1,metric_guided_refinement,refined_original,1,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces , still life product shot , glass placed slightly right of center , tabletop view with fruit arranged around the glass , warm brown tabletop with a round wooden board on the left and soft neutral background",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-183034_round1_metric_guided_refinement/1159_25/candidate_001.png,0.9350595474243164,0.6303349137306213,0.06031835824251175
1159_25.png,1159_25,1159,1,metric_guided_refinement,refined_suffix,2,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces , still life product shot , glass placed slightly right of center , tabletop view with fruit arranged around the glass , warm brown tabletop with a round wooden board on the left and soft neutral background , stronger focus on the main subject",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-183034_round1_metric_guided_refinement/1159_25/candidate_002.png,0.9265189170837402,0.6525365114212036,0.06740240007638931
1159_25.png,1159_25,1159,1,metric_guided_refinement,refined_suffix,3,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces , still life product shot , glass placed slightly right of center , tabletop view with fruit arranged around the glass , warm brown tabletop with a round wooden board on the left and soft neutral background , cleaner background",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-183034_round1_metric_guided_refinement/1159_25/candidate_003.png,0.9223283529281616,0.6554431915283203,0.06771901249885559
1159_25.png,1159_25,1159,1,metric_guided_refinement,refined_suffix,4,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces , still life product shot , glass placed slightly right of center , tabletop view with fruit arranged around the glass , warm brown tabletop with a round wooden board on the left and soft neutral background , more faithful colors",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-183034_round1_metric_guided_refinement/1159_25/candidate_004.png,0.9442192316055298,0.6219522953033447,0.057171884924173355
1159_25.png,1159_25,1159,1,metric_guided_refinement,refined_suffix,5,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces , still life product shot , glass placed slightly right of center , tabletop view with fruit arranged around the glass , warm brown tabletop with a round wooden board on the left and soft neutral background , balanced lighting",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-183034_round1_metric_guided_refinement/1159_25/candidate_005.png,0.9382625818252563,0.6237310767173767,0.06274671107530594
1159_25.png,1159_25,1159,1,metric_guided_refinement,refined_suffix,6,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces , still life product shot , glass placed slightly right of center , tabletop view with fruit arranged around the glass , warm brown tabletop with a round wooden board on the left and soft neutral background , detailed foreground",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-183034_round1_metric_guided_refinement/1159_25/candidate_006.png,0.9123005867004395,0.6455140709877014,0.06892150640487671
1159_25.png,1159_25,1159,1,metric_guided_refinement,refined_suffix,7,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces , still life product shot , glass placed slightly right of center , tabletop view with fruit arranged around the glass , warm brown tabletop with a round wooden board on the left and soft neutral background , sharp focus",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-183034_round1_metric_guided_refinement/1159_25/candidate_007.png,0.9183998107910156,0.6376062035560608,0.0648321881890297
1159_25.png,1159_25,1159,1,metric_guided_refinement,refined_suffix,8,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces , still life product shot , glass placed slightly right of center , tabletop view with fruit arranged around the glass , warm brown tabletop with a round wooden board on the left and soft neutral background , high detail",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-183034_round1_metric_guided_refinement/1159_25/candidate_008.png,0.9303368330001831,0.6235716342926025,0.06145184114575386
1159_25.png,1159_25,1159,1,metric_guided_refinement,refined_global_style,9,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces , still life product shot , glass placed slightly right of center , tabletop view with fruit arranged around the glass , warm brown tabletop with a round wooden board on the left and soft neutral background , realistic food photography",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-183034_round1_metric_guided_refinement/1159_25/candidate_009.png,0.9173458814620972,0.6616833209991455,0.07102418690919876
1159_25.png,1159_25,1159,1,metric_guided_refinement,refined_global_style,10,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces , still life product shot , glass placed slightly right of center , tabletop view with fruit arranged around the glass , warm brown tabletop with a round wooden board on the left and soft neutral background , commercial drink photography",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-183034_round1_metric_guided_refinement/1159_25/candidate_010.png,0.917969286441803,0.6697111129760742,0.07363368570804596
1159_29.png,1159_29,1159,1,metric_guided_refinement,refined_original,1,"a tall palm tree standing in shallow ocean water during sunset , large green palm fronds , textured palm trunk , foamy waves around rocks at the base , reflective water surface , blue - green sea , orange sun glow",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-183034_round1_metric_guided_refinement/1159_29/candidate_001.png,0.900932788848877,0.6507430076599121,0.06879951804876328
1159_29.png,1159_29,1159,1,metric_guided_refinement,refined_suffix,2,"a tall palm tree standing in shallow ocean water during sunset , large green palm fronds , textured palm trunk , foamy waves around rocks at the base , reflective water surface , blue - green sea , orange sun glow , stronger focus on the main subject",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-183034_round1_metric_guided_refinement/1159_29/candidate_002.png,0.8777188062667847,0.6627607941627502,0.06882082670927048
1159_29.png,1159_29,1159,1,metric_guided_refinement,refined_suffix,3,"a tall palm tree standing in shallow ocean water during sunset , large green palm fronds , textured palm trunk , foamy waves around rocks at the base , reflective water surface , blue - green sea , orange sun glow , cleaner background",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-183034_round1_metric_guided_refinement/1159_29/candidate_003.png,0.9062594175338745,0.6516957879066467,0.0683603286743164
1159_29.png,1159_29,1159,1,metric_guided_refinement,refined_suffix,4,"a tall palm tree standing in shallow ocean water during sunset , large green palm fronds , textured palm trunk , foamy waves around rocks at the base , reflective water surface , blue - green sea , orange sun glow , more faithful colors",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-183034_round1_metric_guided_refinement/1159_29/candidate_004.png,0.9141073226928711,0.6278923749923706,0.06488385796546936
1159_29.png,1159_29,1159,1,metric_guided_refinement,refined_suffix,5,"a tall palm tree standing in shallow ocean water during sunset , large green palm fronds , textured palm trunk , foamy waves around rocks at the base , reflective water surface , blue - green sea , orange sun glow , balanced lighting",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-183034_round1_metric_guided_refinement/1159_29/candidate_005.png,0.8942080736160278,0.6594661474227905,0.07042370736598969
1159_29.png,1159_29,1159,1,metric_guided_refinement,refined_suffix,6,"a tall palm tree standing in shallow ocean water during sunset , large green palm fronds , textured palm trunk , foamy waves around rocks at the base , reflective water surface , blue - green sea , orange sun glow , detailed foreground",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-183034_round1_metric_guided_refinement/1159_29/candidate_006.png,0.9011565446853638,0.647219717502594,0.06592153012752533
1159_29.png,1159_29,1159,1,metric_guided_refinement,refined_suffix,7,"a tall palm tree standing in shallow ocean water during sunset , large green palm fronds , textured palm trunk , foamy waves around rocks at the base , reflective water surface , blue - green sea , orange sun glow , sharp focus",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-183034_round1_metric_guided_refinement/1159_29/candidate_007.png,0.9032849073410034,0.6645867228507996,0.07255519181489944
