target,target_key,seed,iteration,family,prompt_type,prompt_index,prompt,generated_path,clip_similarity,lpips,mse
1159_25.png,1159_25,1159,1,metric_guided_refinement,refined_original,1,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces , still life product shot , glass placed slightly right of center , tabletop view with fruit arranged around the glass , warm brown tabletop with a round wooden board on the left and soft neutral background",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-230935_round1_metric_guided_refinement/1159_25/candidate_001.png,0.9350595474243164,0.6303349137306213,0.06031835824251175
1159_25.png,1159_25,1159,1,metric_guided_refinement,refined_original,2,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces , still life product shot , glass placed slightly right of center , tabletop view with fruit arranged around the glass",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-230935_round1_metric_guided_refinement/1159_25/candidate_002.png,0.9011205434799194,0.6569346189498901,0.07427822798490524
1159_25.png,1159_25,1159,1,metric_guided_refinement,refined_original,3,a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces,/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-230935_round1_metric_guided_refinement/1159_25/candidate_003.png,0.8899562358856201,0.6709421873092651,0.07760733366012573
1159_25.png,1159_25,1159,1,metric_guided_refinement,refined_suffix,4,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces , still life product shot , glass placed slightly right of center , tabletop view with fruit arranged around the glass , warm brown tabletop with a round wooden board on the left and soft neutral background , stronger focus on the main subject",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-230935_round1_metric_guided_refinement/1159_25/candidate_004.png,0.9265189170837402,0.6525365114212036,0.06740240007638931
1159_25.png,1159_25,1159,1,metric_guided_refinement,refined_suffix,5,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces , still life product shot , glass placed slightly right of center , tabletop view with fruit arranged around the glass , stronger focus on the main subject",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-230935_round1_metric_guided_refinement/1159_25/candidate_005.png,0.9050894975662231,0.6586655974388123,0.07498899847269058
1159_25.png,1159_25,1159,1,metric_guided_refinement,refined_suffix,6,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces , stronger focus on the main subject",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-230935_round1_metric_guided_refinement/1159_25/candidate_006.png,0.8929297924041748,0.6883198022842407,0.07806023955345154
1159_25.png,1159_25,1159,1,metric_guided_refinement,refined_suffix,7,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces , still life product shot , glass placed slightly right of center , tabletop view with fruit arranged around the glass , warm brown tabletop with a round wooden board on the left and soft neutral background , cleaner background",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-230935_round1_metric_guided_refinement/1159_25/candidate_007.png,0.9223283529281616,0.6554431915283203,0.06771901249885559
1159_25.png,1159_25,1159,1,metric_guided_refinement,refined_suffix,8,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces , still life product shot , glass placed slightly right of center , tabletop view with fruit arranged around the glass , cleaner background",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-230935_round1_metric_guided_refinement/1159_25/candidate_008.png,0.8789203763008118,0.6765097975730896,0.07259579747915268
1159_25.png,1159_25,1159,1,metric_guided_refinement,refined_suffix,9,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces , cleaner background",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-230935_round1_metric_guided_refinement/1159_25/candidate_009.png,0.9000214338302612,0.6715962886810303,0.09022954851388931
1159_25.png,1159_25,1159,1,metric_guided_refinement,refined_suffix,10,"a clear glass filled with fresh orange juice decorated with orange slices and pineapple pieces , still life product shot , glass placed slightly right of center , tabletop view with fruit arranged around the glass , warm brown tabletop with a round wooden board on the left and soft neutral background , more faithful colors",/home/beflex/Documentos/Bernardo/Estudo/IAG/PROJETO 2/miacd-iag-image-to-prompt/outputs/20260602-230935_round1_metric_guided_refinement/1159_25/candidate_010.png,0.9442192316055298,0.6219522953033447,0.057171884924173355
